business_effective_date,card_id,customer_id,account_id,card_type,issued_date,status
2024-01-13,41580,1258,32580,credit,2024-02-17,active
2024-01-13,41590,1259,32590,debit,2023-05-21,active
2024-01-14,41600,1260,32600,debit,2023-04-05,blocked
2024-01-14,41610,1261,32610,debit,2023-07-10,blocked
2024-01-14,41611,1261,32611,debit,2023-07-12,active
2024-01-14,41620,1262,32620,debit,2023-12-02,active
2024-01-14,41630,1263,32630,debit,2023-12-27,active
2024-01-14,41640,1264,32640,credit,2023-02-07,active
2024-01-14,41641,1264,32641,credit,2023-01-27,blocked
2024-01-14,41642,1264,32642,credit,2023-02-13,active
2024-01-14,41650,1265,32650,debit,2023-10-09,active
2024-01-14,41651,1265,32651,debit,2023-10-05,blocked
2024-01-14,41652,1265,32652,debit,2023-10-14,active
2024-01-14,41660,1266,32660,debit,2023-12-17,active
2024-01-14,41670,1267,32670,debit,2023-04-01,active
2024-01-14,41671,1267,32671,debit,2023-03-28,active
2024-01-14,41680,1268,32680,debit,2023-03-25,active
2024-01-14,41681,1268,32681,debit,2023-04-04,active
2024-01-14,41682,1268,32682,credit,2023-03-12,active
2024-01-14,41690,1269,32690,credit,2023-08-27,active
2024-01-14,41691,1269,32691,debit,2023-08-25,blocked
2024-01-14,41692,1269,32692,credit,2023-08-07,blocked
2024-01-14,41700,1270,32700,debit,2023-10-08,active
2024-01-14,41701,1270,32701,credit,2023-09-24,blocked
2024-01-14,41710,1271,32710,debit,2023-07-13,active
2024-01-14,41711,1271,32711,credit,2023-08-06,active
2024-01-14,41720,1272,32720,credit,2023-06-26,blocked
2024-01-14,41730,1273,32730,debit,2023-04-17,active
2024-01-14,41731,1273,32731,debit,2023-05-02,active
2024-01-14,41740,1274,32740,credit,2024-01-09,active
2024-01-14,41741,1274,32741,debit,2024-01-01,active
2024-01-14,41742,1274,32742,debit,2023-12-15,active
2024-01-14,41750,1275,32750,debit,2023-06-06,blocked
2024-01-14,41752,1275,32752,debit,2023-06-15,active
2024-01-14,41760,1276,32760,credit,2023-02-03,active
2024-01-14,41771,1277,32771,debit,2023-12-15,active
2024-01-14,41780,1278,32780,credit,2023-10-21,active
2024-01-14,41781,1278,32781,debit,2023-10-11,active
2024-01-14,41790,1279,32790,debit,2024-01-14,active
2024-01-14,41792,1279,32792,debit,2023-12-28,active
2024-01-15,41800,1280,32800,credit,2023-04-02,blocked
